,PT_NDMI_0,PT_NDMI_1,PT_NDMI_2,PT_NDMI_3,PT_NDMI_4,PT_NDMI_5,PT_NBR_0,PT_NBR_1,PT_NBR_2,PT_NBR_3,PT_NBR_4,PT_NBR_5,PT_NDVI_0,PT_NDVI_1,PT_NDVI_2,PT_NDVI_3,PT_NDVI_4,PT_NDVI_5,area,LT_mag,TXU_asm,TXU_HOM,TXU_ENT,TXU_CON,Area,Perimeter,P/A,P/sqrt(A),Max.Distanc,D/A,D/sqrt(A),Shape Index,ndvi_rvalue,ndmi_rvalue,nbr_rvalue,ndvi_slope,ndmi_slope,nbr_slope,label
46107,0.04,-0.06,0.1,0.09,-0.01,0.05,0.14,0.22,0.38,0.35,0.14,0.26,0.13,0.44,0.53,0.55,0.45,0.55,13817.79,371.45,0.11,0.01,0.98,49705.08,0.0,0.01,3996.08,5.49,0.0,1353.94,1.86,1.55,0.7169123176025218,0.16673724599778675,0.17282856906690594,0.06142857142857144,0.005428571428571429,0.009428571428571429,2.0
20424,0.16,0.3,0.25,0.28,0.31,0.33,0.46,0.62,0.59,0.63,0.67,0.68,0.45,0.72,0.66,0.66,0.73,0.75,18863.35,321.57,0.1,0.03,1.4,3544.04,0.0,0.01,3180.56,5.07,0.0,1146.77,1.83,1.43,0.7423482627621341,0.7957290094979861,0.8634930183080327,0.043714285714285706,0.026,0.03685714285714287,2.0
1601,0.09,-0.08,-0.1,0.02,0.12,-0.07,0.23,0.11,0.12,0.27,0.39,0.19,0.28,0.21,0.3,0.43,0.38,0.22,27751.4,449.39,0.1,0.03,1.87,7112.48,0.0,0.01,3928.92,7.56,0.0,976.15,1.88,2.13,0.20810260283497964,-0.045515320142968066,0.4045258100178399,0.00971428571428571,-0.002285714285714285,0.02257142857142857,2.0
50883,0.19,0.09,0.08,0.12,0.06,0.11,0.48,0.3,0.34,0.4,0.29,0.37,0.57,0.36,0.53,0.61,0.52,0.58,10649.37,447.88,0.12,0.01,0.66,14137.75,0.0,0.01,4122.94,4.71,0.0,1303.79,1.49,1.33,0.3669221332878689,-0.530391477345333,-0.3936082132218036,0.017428571428571432,-0.012857142857142857,-0.014857142857142859,2.0
45704,-0.15,-0.16,-0.04,0.04,0.12,0.19,0.05,0.04,0.14,0.23,0.35,0.45,0.26,0.24,0.39,0.47,0.51,0.58,7155.06,448.17,0.06,0.01,0.32,998.38,0.0,0.0,4329.09,4.04,0.0,1546.1,1.44,1.14,0.9692434234803704,0.9814730576518316,0.975208862418146,0.07114285714285712,0.07485714285714286,0.08628571428571429,1.0
37758,-0.16,-0.14,-0.09,-0.12,-0.13,-0.14,0.11,0.12,0.18,0.14,0.13,-0.02,0.29,0.32,0.38,0.33,0.34,0.3,15346.09,344.48,0.12,0.04,1.24,7342.6,0.0,0.01,3445.6,4.91,0.0,1009.27,1.44,1.39,0.10009272139219597,0.2258769757263127,-0.5179059769738341,0.0017142857142857177,0.002857142857142857,-0.018857142857142857,1.0
6606,-0.0,0.01,-0.01,0.12,0.19,0.13,0.2,0.25,0.19,0.4,0.51,0.43,0.34,0.39,0.35,0.41,0.55,0.42,10673.92,482.89,0.09,0.01,0.78,37124.02,0.0,0.01,3887.35,4.8,0.0,1286.38,1.59,1.35,0.6643482831758062,0.839329728730609,0.8516506546137094,0.026857142857142854,0.03771428571428572,0.06114285714285715,1.0
6588,-0.01,0.1,0.08,0.12,0.22,0.26,0.22,0.4,0.4,0.47,0.52,0.6,0.35,0.54,0.49,0.62,0.62,0.65,25536.36,506.06,0.09,0.01,1.56,40116.28,0.0,0.01,3055.83,5.88,0.0,1049.33,2.02,1.66,0.8880129044558414,0.9538756118290728,0.958880214616806,0.05342857142857143,0.05,0.06657142857142856,2.0
50846,-0.05,0.0,0.07,0.07,0.1,0.1,0.2,0.23,0.3,0.33,0.36,0.36,0.39,0.42,0.49,0.52,0.51,0.44,349047.09,327.65,0.02,0.02,3.32,13388.38,0.0,0.05,1020.86,7.0,0.01,316.32,2.17,1.97,0.5579134019617137,0.928138077930568,0.9628912028046254,0.015714285714285715,0.03,0.034857142857142864,2.0
50484,-0.07,-0.11,-0.07,0.04,-0.02,0.04,0.1,0.07,0.13,0.21,0.2,0.23,0.26,0.31,0.36,0.33,0.39,0.31,22628.9,368.57,0.09,0.02,1.76,3167.04,0.0,0.01,2650.46,4.63,0.0,909.61,1.59,1.31,0.5461760436678743,0.796346908010624,0.9122489476096208,0.013142857142857142,0.02657142857142857,0.032,2.0
10357,-0.09,-0.25,-0.13,-0.1,-0.15,0.02,-0.07,-0.11,0.09,0.17,0.08,0.27,0.13,0.26,0.33,0.44,0.33,0.33,6323.99,730.5,0.13,0.02,1.5,39227.38,0.0,0.0,4329.09,4.04,0.0,1546.1,1.44,1.14,0.6870404369738395,0.5344304754785566,0.8773890720570163,0.037714285714285714,0.025142857142857144,0.06714285714285714,1.0
13157,-0.2,-0.13,-0.16,-0.15,-0.03,-0.12,-0.11,0.0,0.03,0.04,0.23,0.09,0.21,0.26,0.37,0.31,0.33,0.3,3693.03,622.57,0.17,0.0,1.19,18414.81,0.0,0.0,6361.11,4.54,0.0,2370.65,1.69,1.28,0.575400055430208,0.6650245409049571,0.8125388062149642,0.017142857142857144,0.02028571428571429,0.04857142857142857,1.0
24509,0.14,0.07,0.16,0.1,-0.04,0.08,0.44,0.34,0.44,0.38,0.23,0.4,0.45,0.34,0.38,0.45,0.44,0.47,12065.44,337.18,0.1,0.01,1.84,39519.64,0.0,0.01,5162.64,6.67,0.0,1737.61,2.25,1.88,0.4988065350933655,-0.5242186517143346,-0.3987002247857839,0.01342857142857142,-0.019714285714285715,-0.016857142857142852,1.0
46707,0.08,-0.15,-0.01,0.02,0.15,0.13,0.26,-0.01,0.15,0.19,0.34,0.35,0.25,0.21,0.34,0.39,0.37,0.53,6754.09,545.0,0.1,0.01,1.34,85210.32,0.0,0.0,4329.09,4.04,0.0,1546.1,1.44,1.14,0.9112462248664029,0.5722943104690116,0.6090557487697567,0.055142857142857146,0.03371428571428572,0.044000000000000004,1.0
2481,0.34,0.09,0.19,0.22,0.15,0.19,0.64,0.31,0.44,0.47,0.44,0.48,0.34,0.29,0.49,0.55,0.36,0.6,3005.93,421.5,0.05,0.01,0.06,1980.88,0.0,0.0,7421.3,4.9,0.0,2229.82,1.47,1.38,0.6672800630342227,-0.3463151635244631,-0.1917009037842724,0.04485714285714285,-0.015428571428571429,-0.010857142857142864,1.0
37135,-0.09,0.02,-0.01,0.07,0.17,0.15,0.15,0.27,0.27,0.35,0.48,0.44,0.36,0.33,0.48,0.55,0.41,0.52,29687.64,542.78,0.07,0.01,2.36,64220.19,0.0,0.01,2619.28,5.04,0.0,716.58,1.38,1.42,0.6676779802451382,0.9352262256414038,0.9456478922465809,0.031714285714285716,0.04942857142857143,0.06171428571428573,2.0
51934,-0.04,-0.01,0.12,0.15,0.12,0.19,-0.03,0.09,0.32,0.39,0.37,0.43,0.2,0.43,0.54,0.22,0.46,0.46,6463.27,633.44,0.11,0.01,0.42,14424.4,0.0,0.0,5565.97,5.2,0.0,1955.68,1.83,1.47,0.4069735697039957,0.9125696562139372,0.9184997399604184,0.030571428571428576,0.04485714285714285,0.0917142857142857,1.0
44143,-0.12,0.13,0.01,0.08,0.03,0.02,0.13,0.3,0.31,0.36,0.29,0.23,0.25,0.25,0.46,0.51,0.44,0.45,21238.1,373.86,0.09,0.03,1.9,1603.89,0.0,0.01,2968.52,5.06,0.0,855.26,1.46,1.43,0.7622087769099641,0.29878179280041833,0.34635892877497365,0.046285714285714284,0.013428571428571429,0.014857142857142853,2.0
49415,0.04,0.1,0.1,0.17,0.25,0.24,0.31,0.34,0.32,0.41,0.51,0.52,0.43,0.49,0.5,0.61,0.57,0.4,15926.3,275.14,0.11,0.02,1.45,9797.07,0.0,0.01,3463.27,5.11,0.0,1106.3,1.63,1.44,0.13363062095621225,0.9628742419332292,0.9329581059813914,0.005714285714285714,0.043428571428571434,0.047142857142857146,2.0
18323,0.11,-0.05,-0.0,0.06,0.11,0.13,0.34,0.21,0.27,0.35,0.44,0.45,0.31,0.37,0.39,0.48,0.56,0.58,337968.8,414.75,0.03,0.02,3.24,87234.64,0.0,0.05,1109.07,7.5,0.02,357.92,2.42,2.11,0.9850298436997866,0.4780914437337576,0.7527102558378238,0.057428571428571426,0.01828571428571429,0.037714285714285714,2.0
6954,0.01,0.14,0.08,0.16,0.21,0.11,0.17,0.39,0.3,0.49,0.53,0.44,0.33,0.52,0.4,0.52,0.65,0.54,885868.36,432.13,0.02,0.02,3.49,27219.17,0.0,0.13,1165.85,12.23,0.02,194.98,2.05,3.45,0.7397325984393441,0.6109850746454756,0.7873242775834421,0.04457142857142857,0.02257142857142857,0.055999999999999994,1.0
13729,0.08,0.12,0.13,0.15,0.13,0.18,0.29,0.38,0.41,0.44,0.34,0.47,0.38,0.49,0.54,0.53,0.37,0.5,16542.66,402.16,0.09,0.01,1.49,82492.14,0.0,0.01,2923.54,4.53,0.0,960.72,1.49,1.28,0.16462904948629867,0.8877513587894791,0.654454202796367,0.006571428571428571,0.015714285714285715,0.023142857142857142,1.0
46323,-0.32,-0.23,0.01,-0.06,-0.05,-0.03,-0.2,-0.1,0.18,0.02,0.04,0.04,0.17,0.18,0.3,0.18,0.21,0.18,59170.66,667.31,0.04,0.02,2.65,6295.32,0.0,0.02,2023.99,6.0,0.01,604.84,1.79,1.69,0.021701557866078476,0.7855844048495726,0.5952823508613667,0.0005714285714285688,0.05485714285714286,0.04171428571428572,2.0
10224,0.1,0.1,0.09,0.11,0.05,0.02,0.4,0.31,0.33,0.39,0.31,0.3,0.45,0.3,0.41,0.44,0.35,0.41,12630.38,290.57,0.16,0.02,0.96,9146.75,0.0,0.01,5256.75,6.94,0.0,1320.99,1.74,1.96,-0.018590914980594,-0.799156432851695,-0.5367450401216934,-0.0005714285714285768,-0.015142857142857144,-0.012571428571428577,1.0
10054,0.14,0.11,0.13,0.16,0.15,0.17,0.39,0.41,0.43,0.48,0.46,0.48,0.39,0.51,0.53,0.4,0.56,0.46,20405.48,364.68,0.08,0.01,0.97,47842.84,0.0,0.01,3515.35,5.84,0.0,1328.17,2.21,1.65,0.2822454541053007,0.7423074889580901,0.9230930832457442,0.010571428571428577,0.008571428571428572,0.01857142857142857,2.0
13434,0.03,0.02,0.06,-0.01,0.07,0.01,0.25,0.27,0.36,0.26,0.37,0.29,0.31,0.42,0.47,0.37,0.39,0.34,96436.89,301.57,0.05,0.02,2.62,8579.74,0.0,0.03,2218.32,8.11,0.01,573.6,2.1,2.29,-0.03740878118331277,-0.03524536884251202,0.4099600308453938,-0.001142857142857136,-0.0005714285714285707,0.011428571428571423,1.0
19301,0.03,0.01,-0.06,-0.06,-0.11,-0.03,0.22,0.17,0.18,0.09,0.01,0.11,0.25,0.26,0.17,0.2,0.09,0.16,50222.58,501.81,0.06,0.01,2.29,30542.41,0.0,0.02,2401.01,6.53,0.01,699.76,1.9,1.84,-0.7882960164226654,-0.6883470126776312,-0.7915639118690458,-0.02657142857142857,-0.018857142857142857,-0.032,2.0
51440,0.0,0.03,0.1,0.07,0.08,0.08,0.18,0.2,0.34,0.32,0.31,0.32,0.35,0.35,0.44,0.47,0.47,0.48,213403.04,504.96,0.03,0.02,3.08,31664.57,0.0,0.04,1551.56,8.33,0.01,399.62,2.15,2.35,0.9130773103726588,0.7428571428571429,0.7778825969588904,0.029714285714285717,0.014857142857142859,0.028857142857142862,1.0
40031,-0.27,-0.08,-0.02,-0.06,-0.01,0.01,-0.2,0.12,0.22,0.18,0.28,0.28,0.25,0.39,0.41,0.42,0.44,0.51,10264.87,731.58,0.07,0.01,0.56,2860.79,0.0,0.01,4687.14,5.51,0.0,1746.79,2.05,1.55,0.9104868251382466,0.8175494104088146,0.8409387186082731,0.04171428571428571,0.04485714285714287,0.08114285714285717,1.0
31688,0.16,0.11,0.09,0.18,0.21,0.07,0.5,0.37,0.38,0.47,0.51,0.36,0.45,0.4,0.47,0.49,0.5,0.45,18629.42,307.18,0.1,0.01,1.55,26674.12,0.0,0.01,3180.56,5.07,0.0,1126.99,1.8,1.43,0.4780914437337576,-0.05829548653872495,-0.1469457774463803,0.009142857142857142,-0.001714285714285715,-0.005428571428571429,2.0
40585,-0.23,-0.17,-0.16,0.05,-0.05,0.02,0.0,0.1,0.12,0.37,0.27,0.3,0.26,0.33,0.35,0.5,0.45,0.53,6310.14,397.3,0.08,0.01,0.26,2263.64,0.0,0.01,6184.42,5.77,0.0,2251.16,2.1,1.63,0.9366583288591058,0.8585287712653215,0.8544845846829439,0.05314285714285714,0.052000000000000005,0.06457142857142856,2.0
34218,0.19,0.17,-0.04,0.02,0.03,0.0,0.55,0.49,0.25,0.32,0.36,0.31,0.51,0.52,0.41,0.48,0.49,0.51,6474.59,320.0,0.13,0.03,0.47,824.99,0.0,0.0,5565.97,5.2,0.0,2074.32,1.94,1.47,-0.0265061523502032,-0.7374189029989209,-0.7029207062302403,-0.0005714285714285735,-0.03742857142857142,-0.043428571428571434,1.0
848,0.22,0.23,0.1,0.21,0.22,0.11,0.47,0.55,0.27,0.43,0.49,0.37,0.26,0.49,0.23,0.53,0.59,0.47,10565.1,321.91,0.17,0.02,1.01,2079.18,0.0,0.01,3887.35,4.8,0.0,1380.05,1.7,1.35,0.5954764683586196,-0.4200728392246918,-0.2813483759773733,0.04714285714285713,-0.01342857142857143,-0.014857142857142859,1.0
6599,-0.04,0.14,0.1,0.14,0.18,0.22,0.21,0.37,0.4,0.48,0.52,0.54,0.37,0.52,0.5,0.62,0.64,0.6,186927.69,529.68,0.03,0.02,3.12,17430.44,0.0,0.03,1186.6,6.14,0.01,431.94,2.24,1.73,0.8636759123687046,0.8689039629396789,0.9514300014289268,0.04657142857142856,0.04171428571428571,0.062285714285714285,2.0
42960,0.23,0.14,0.13,0.19,0.2,0.22,0.46,0.41,0.42,0.51,0.49,0.5,0.2,0.46,0.56,0.62,0.63,0.59,22882.32,471.4,0.09,0.01,1.85,40534.78,0.0,0.01,2742.65,5.01,0.0,944.17,1.73,1.41,0.8228091670449073,0.245596132537669,0.6695998256990641,0.07200000000000001,0.005428571428571428,0.015142857142857144,1.0
1252,0.07,0.01,0.03,0.12,0.15,0.11,0.32,0.21,0.3,0.41,0.45,0.41,0.29,0.29,0.45,0.52,0.61,0.59,130510.65,462.52,0.05,0.02,2.62,8987.65,0.0,0.03,1994.27,8.1,0.01,579.32,2.35,2.28,0.9520544545881776,0.6955994412208651,0.7630410858201602,0.07228571428571429,0.020285714285714285,0.03657142857142857,2.0
30781,0.21,0.22,0.2,0.11,0.15,0.19,0.45,0.52,0.49,0.4,0.41,0.48,0.35,0.48,0.3,0.48,0.46,0.48,31747.31,285.18,0.08,0.06,2.21,4930.92,0.0,0.01,2515.69,5.21,0.0,703.16,1.46,1.47,0.5181339185266043,-0.5096471914376255,-0.3065346312064819,0.02200000000000001,-0.011428571428571429,-0.00771428571428572,2.0
19838,0.03,0.12,0.08,0.22,0.25,0.22,0.34,0.42,0.22,0.55,0.58,0.56,0.48,0.55,0.15,0.61,0.68,0.62,163789.56,472.33,0.02,0.02,3.33,40867.06,0.0,0.02,1180.07,5.35,0.01,365.72,1.66,1.51,0.43312821063884577,0.8852071511534101,0.7053543214002705,0.04428571428571428,0.04228571428571429,0.05457142857142857,2.0
51295,-0.08,-0.04,0.01,0.0,0.14,0.08,0.19,0.22,0.28,0.27,0.33,0.31,0.39,0.45,0.53,0.52,0.4,0.56,6844.28,326.64,0.11,0.01,0.41,7518.23,0.0,0.01,5708.69,5.55,0.0,2173.81,2.11,1.56,0.5139388566794627,0.8874887963441361,0.9249462722066634,0.01971428571428572,0.038000000000000006,0.02628571428571429,2.0
7317,0.03,-0.06,-0.02,0.04,0.17,0.11,0.3,0.19,0.24,0.36,0.42,0.43,0.42,0.38,0.43,0.48,0.33,0.56,340498.72,408.56,0.02,0.02,3.35,14273.99,0.0,0.05,1263.97,8.29,0.01,275.62,1.81,2.34,0.401310112187261,0.731061833447832,0.8020848086340051,0.01714285714285715,0.03285714285714286,0.04171428571428571,2.0
24978,-0.23,-0.15,-0.07,-0.0,0.03,0.11,-0.15,-0.02,0.16,0.25,0.31,0.41,0.15,0.25,0.4,0.47,0.54,0.53,29552.78,675.62,0.08,0.02,2.17,28687.15,0.0,0.02,4025.11,8.33,0.0,855.43,1.77,2.35,0.9570375974745124,0.9931618690661248,0.9851397148957496,0.08114285714285717,0.06600000000000003,0.11085714285714283,1.0
29407,-0.06,-0.07,0.07,0.08,0.15,0.17,0.21,0.19,0.37,0.41,0.47,0.52,0.34,0.36,0.53,0.57,0.61,0.58,16749.9,464.42,0.11,0.01,1.5,12935.91,0.0,0.01,3148.43,4.87,0.0,1005.73,1.56,1.37,0.9023265454746016,0.9545512895142,0.9592063746351333,0.056857142857142835,0.052000000000000005,0.06942857142857142,1.0
39164,-0.03,-0.05,-0.16,-0.2,-0.06,-0.07,0.17,0.23,-0.09,-0.03,0.16,0.17,0.24,0.41,0.14,0.33,0.33,0.47,74731.93,483.42,0.03,0.02,3.04,56172.08,0.0,0.02,1682.16,5.55,0.0,432.02,1.43,1.57,0.4983552587012656,-0.21118900385735054,-0.06212454049940507,0.03142857142857143,-0.007714285714285714,-0.00428571428571429,1.0
10563,0.13,0.04,0.05,0.08,0.03,0.06,0.38,0.29,0.31,0.37,0.3,0.36,0.4,0.42,0.46,0.49,0.37,0.48,33166.81,360.53,0.07,0.01,2.34,81991.98,0.0,0.01,2355.97,5.04,0.0,801.12,1.71,1.42,0.3143620991973501,-0.5168902906024488,-0.0135768846660427,0.007999999999999995,-0.01,-0.00028571428571428763,1.0
7197,0.09,0.01,0.02,0.15,0.08,0.07,0.27,0.23,0.24,0.42,0.38,0.37,0.37,0.41,0.45,0.3,0.53,0.51,19553.72,508.77,0.09,0.01,1.86,112368.95,0.0,0.01,4365.47,6.86,0.0,1006.19,1.58,1.94,0.5602962506968003,0.2515883608132605,0.7425484452847627,0.026,0.006857142857142858,0.03228571428571428,1.0
47506,-0.02,0.09,0.14,0.12,0.13,0.17,0.27,0.37,0.41,0.39,0.41,0.44,0.4,0.52,0.52,0.55,0.6,0.55,108948.18,376.66,0.06,0.01,2.51,34914.97,0.0,0.03,2172.09,8.38,0.01,706.86,2.73,2.36,0.8121540813798478,0.8432442991691461,0.8538715006677635,0.029142857142857137,0.030000000000000013,0.02714285714285713,2.0
13674,0.08,0.19,0.28,0.07,0.13,0.15,0.4,0.51,0.62,0.29,0.42,0.46,0.53,0.58,0.69,0.59,0.43,0.54,130183.97,344.8,0.03,0.02,3.07,13652.9,0.0,0.03,1420.48,6.12,0.01,467.44,2.02,1.73,-0.31323500689536754,-0.027511071135176337,-0.14447139909926618,-0.014285714285714282,-0.0011428571428571447,-0.008571428571428575,2.0
50368,-0.13,-0.14,-0.08,-0.0,-0.05,-0.06,0.1,0.05,0.11,0.22,-0.0,0.05,0.3,0.31,0.36,0.4,0.08,0.36,40541.43,364.24,0.07,0.03,2.16,4413.84,0.0,0.01,2473.77,5.77,0.0,811.46,1.89,1.63,-0.16322678706085464,0.7139388894464832,-0.20466056461547294,-0.009999999999999998,0.02,-0.008285714285714287,2.0
4071,0.05,-0.26,-0.25,-0.23,-0.22,-0.2,0.32,-0.08,-0.08,-0.07,-0.02,-0.01,0.37,0.19,0.18,0.18,0.27,0.25,13260.25,574.48,0.12,0.05,1.47,37575.35,0.0,0.01,3859.08,5.2,0.0,1223.95,1.65,1.47,-0.2589995083810293,-0.5067225472768354,-0.5037478583199186,-0.010285714285714282,-0.031714285714285716,-0.04171428571428571,2.0
27068,0.07,-0.0,0.01,0.03,0.15,0.0,0.38,0.31,0.32,0.34,0.49,0.3,0.41,0.41,0.49,0.53,0.53,0.44,62029.41,402.17,0.04,0.02,2.84,11460.79,0.0,0.02,2093.19,6.1,0.0,495.4,1.44,1.72,0.5249216471927154,0.10957495321664124,0.12015028183722208,0.015714285714285722,0.003428571428571427,0.004571428571428569,1.0
6341,-0.01,0.07,0.04,0.07,0.17,0.11,0.26,0.37,0.35,0.41,0.45,0.44,0.39,0.51,0.48,0.54,0.39,0.43,631423.08,467.25,0.02,0.01,3.58,43689.92,0.0,0.05,569.44,5.31,0.02,175.31,1.64,1.5,-0.084656637643962,0.8117705516778915,0.9107651110783744,-0.002857142857142858,0.02657142857142857,0.03428571428571429,2.0
25496,0.12,0.22,0.25,0.23,0.26,0.28,0.42,0.51,0.55,0.54,0.57,0.61,0.5,0.57,0.66,0.61,0.62,0.67,22086.81,378.86,0.06,0.01,1.29,23566.35,0.0,0.01,2734.16,4.54,0.0,1051.71,1.75,1.28,0.8079621855688683,0.8521973286215717,0.9252302175210296,0.027142857142857156,0.025714285714285717,0.03199999999999999,2.0
20863,0.15,-0.1,-0.1,-0.02,0.15,0.03,0.41,0.17,0.18,0.27,0.5,0.34,0.41,0.35,0.37,0.45,0.41,0.54,5901.6,381.38,0.08,0.01,0.7,20221.15,0.0,0.0,5397.31,4.82,0.0,1966.97,1.76,1.36,0.7190063548975787,0.10842504767178224,0.29912422891416274,0.026000000000000013,0.006571428571428574,0.020857142857142862,2.0
6860,0.07,0.08,0.1,0.16,0.16,0.08,0.28,0.32,0.35,0.46,0.47,0.4,0.4,0.48,0.43,0.48,0.62,0.53,1689807.15,549.14,0.02,0.01,3.67,97023.32,0.0,0.19,906.88,13.17,0.02,115.67,1.68,3.72,0.7677718959499147,0.4541881074347577,0.8086029175859275,0.032,0.01,0.03314285714285714,1.0
10877,0.13,0.08,0.07,0.11,0.02,0.09,0.43,0.32,0.34,0.42,0.29,0.4,0.47,0.29,0.46,0.49,0.37,0.5,17325.12,250.0,0.12,0.01,1.69,11843.68,0.0,0.01,4047.98,6.27,0.0,1060.79,1.64,1.77,0.2714483570153185,-0.4811534871926529,-0.14783583936668446,0.012000000000000005,-0.009714285714285715,-0.004571428571428571,1.0
10779,0.12,-0.07,-0.02,0.01,-0.06,0.01,0.43,0.14,0.24,0.31,0.2,0.32,0.47,0.28,0.44,0.48,0.36,0.39,6825.6,321.23,0.19,0.04,0.62,2165.68,0.0,0.01,6279.56,6.1,0.0,1914.75,1.86,1.72,-0.08432046460079394,-0.3821793246577888,-0.15674115253818666,-0.003428571428571427,-0.013999999999999995,-0.00857142857142857,1.0
15549,-0.05,0.09,0.06,-0.0,0.01,0.05,0.16,0.4,0.39,0.32,0.33,0.39,0.25,0.45,0.56,0.44,0.46,0.57,25626.82,474.09,0.09,0.02,2.1,7458.58,0.0,0.01,2319.16,4.33,0.0,761.37,1.42,1.22,0.6996065991552859,0.2135244837651488,0.5130236615507363,0.043142857142857136,0.005714285714285714,0.024857142857142862,2.0
10298,0.07,-0.2,-0.07,0.02,0.02,-0.02,0.39,-0.02,0.17,0.34,0.29,0.28,0.48,0.23,0.34,0.47,0.29,0.47,3153.97,381.4,0.15,0.01,0.89,34513.29,0.0,0.0,7421.3,4.9,0.0,2229.82,1.47,1.38,0.12859317059045114,0.16791512356486687,0.19903729886263885,0.0074285714285714215,0.008571428571428572,0.015714285714285715,1.0
34477,0.24,0.21,0.16,0.16,0.2,0.23,0.57,0.54,0.43,0.36,0.54,0.53,0.5,0.46,0.5,0.3,0.48,0.53,3233.04,373.0,0.2,0.01,1.03,86989.34,0.0,0.0,6184.42,4.08,0.0,2229.82,1.47,1.15,0.0064741081350179076,-0.12555296411486866,-0.17671231853240027,0.00028571428571428595,-0.0022857142857142807,-0.007714285714285701,2.0
6487,-0.02,0.02,0.0,0.04,0.03,0.05,0.2,0.27,0.25,0.33,0.31,0.37,0.36,0.44,0.44,0.47,0.48,0.52,36631.97,328.75,0.05,0.02,2.64,8127.56,0.0,0.01,2226.39,5.02,0.0,647.06,1.46,1.42,0.9434965625817008,0.8609160647753271,0.9231029336697422,0.027142857142857142,0.012,0.029999999999999995,1.0
30095,-0.05,-0.29,-0.17,-0.01,0.05,0.09,0.24,-0.19,0.03,0.21,0.34,0.39,0.39,0.23,0.32,0.24,0.55,0.57,144787.55,723.89,0.05,0.02,2.77,20254.7,0.0,0.04,2128.82,9.09,0.01,467.49,2.0,2.56,0.6393398806016001,0.7031129164074205,0.6239841529846456,0.05085714285714285,0.053714285714285714,0.07200000000000001,1.0
15957,-0.2,-0.15,-0.19,0.1,-0.03,-0.02,-0.08,-0.02,-0.02,0.35,0.22,0.24,0.16,0.27,0.36,0.23,0.44,0.46,10740.64,912.52,0.15,0.01,0.74,7671.82,0.0,0.01,4240.74,5.24,0.0,1424.58,1.76,1.48,0.8385840680315759,0.7008028706811241,0.8131193893296674,0.053714285714285714,0.04428571428571428,0.07685714285714286,1.0
13149,-0.14,-0.11,-0.04,-0.06,-0.02,-0.1,0.05,0.11,0.23,0.19,0.25,0.18,0.33,0.38,0.46,0.39,0.43,0.35,29577.62,419.71,0.1,0.01,2.0,21170.17,0.0,0.01,3180.56,6.41,0.0,948.72,1.91,1.81,0.19805348166104744,0.5253077356413931,0.7294454144914211,0.0051428571428571365,0.012857142857142859,0.029428571428571432,1.0
18232,0.03,0.09,0.03,0.02,0.06,0.08,0.36,0.35,0.36,0.3,0.37,0.29,0.44,0.43,0.49,0.42,0.53,0.38,23619.78,321.7,0.08,0.01,2.04,14870.42,0.0,0.01,2529.99,4.52,0.0,843.33,1.51,1.28,-0.07000583406260118,0.2739373830416033,-0.5453901584454732,-0.001999999999999997,0.004285714285714286,-0.01,2.0
16172,-0.21,-0.11,-0.03,0.03,0.13,0.01,-0.11,0.04,0.18,0.22,0.33,0.28,0.26,0.41,0.49,0.34,0.3,0.49,7113.55,881.5,0.11,0.01,0.36,4979.48,0.0,0.0,4770.84,4.81,0.0,1499.33,1.51,1.36,0.3674981720818185,0.851734442143981,0.9319702768401429,0.019142857142857142,0.053714285714285714,0.08171428571428571,1.0
4878,-0.0,-0.09,0.08,0.06,0.08,0.14,0.13,0.14,0.38,0.35,0.42,0.5,0.2,0.38,0.55,0.51,0.57,0.64,14907.24,567.14,0.08,0.02,1.05,6510.14,0.0,0.01,4452.78,6.57,0.0,1509.81,2.23,1.85,0.9129209481298182,0.7957240971659975,0.9359005709384102,0.07799999999999999,0.03400000000000001,0.07599999999999997,1.0
7371,0.13,0.11,0.09,0.05,0.15,0.16,0.32,0.34,0.35,0.33,0.44,0.44,0.34,0.48,0.46,0.5,0.49,0.53,46791.5,504.75,0.07,0.01,2.27,154821.68,0.0,0.01,2473.77,6.0,0.0,829.66,2.01,1.69,0.8231876236047896,0.30083999879664003,0.8531234077624296,0.029142857142857137,0.006571428571428571,0.025142857142857144,1.0
15987,0.01,0.03,0.06,0.05,0.1,0.03,0.23,0.25,0.36,0.36,0.42,0.33,0.4,0.38,0.51,0.51,0.56,0.46,6650.03,677.38,0.13,0.01,0.37,3531.75,0.0,0.0,5137.82,4.99,0.0,1664.36,1.62,1.41,0.6427400361719819,0.5105073560858459,0.7465115081827081,0.024000000000000004,0.008571428571428572,0.02885714285714285,1.0
5465,0.02,-0.01,-0.01,0.06,0.03,0.04,0.28,0.24,0.26,0.32,0.34,0.34,0.37,0.4,0.42,0.39,0.49,0.52,143621.66,444.15,0.03,0.01,3.29,63475.01,0.0,0.02,1241.81,5.3,0.01,388.05,1.66,1.5,0.8848342783669038,0.5562200535825343,0.8254300234850256,0.028285714285714282,0.008285714285714285,0.01885714285714286,2.0
17301,0.25,0.03,0.11,0.21,0.2,0.19,0.54,0.33,0.42,0.5,0.54,0.53,0.4,0.46,0.53,0.47,0.58,0.62,94592.24,283.02,0.03,0.02,3.1,19385.86,0.0,0.02,1719.57,5.93,0.01,516.94,1.78,1.67,0.9128709291752768,0.20600394219432447,0.4149931247882398,0.04,0.008857142857142859,0.018857142857142857,2.0
